1768	Chapter 3: Enlightenment (Full Story Campaign) - Goddess of Victory: Nikke	Sir Patty	https://www.youtube.com/watch?v=HyJNY36RPes	467
2788	NIKKE: Goddess of Victory Playthrough | Campaign | Chapter 3–Enlightenment	HaWuTsKi Archive	https://www.youtube.com/watch?v=0wOMyi7KiO0	236
992	Campaign Chapter 3 ENLIGHTMENT, Nikke: Goddess of Victory	RinkoAoi	https://www.youtube.com/watch?v=dpX9QYa2Z9U	4060
2013	[NIKKE] Chapter 3: Enlightenment | Full Story Playthrough	EllooTV	https://www.youtube.com/watch?v=iyqx4O_b5u4	6
2863	NIKKE - Chapter 3 - Enlightenment	Aihara	https://www.youtube.com/watch?v=MU39iAFoCWU	13
4182	「Goddess of Victory: NIKKE」Main Story Part 3 - Enlightenment	Sakura Mizrahi	https://www.youtube.com/watch?v=cOF76FNhArM	1677
744	GODDESS OF VICTORY: NIKKE - Chapter 03 Enlightenment (ENG DUB)	MangKo0k	https://www.youtube.com/watch?v=ce1GQ7f2caY	2
2086	Goddess of Victory: Nikke - Chapter 03 Enlightenment part 1	SAMURAIZXL GAMING 	https://www.youtube.com/watch?v=WnNupn4mxsU	7
733	[ NIKKE : Goddess of Victory ] Chapter 03 : Enlightenment	Endräe LeMiNi	https://www.youtube.com/watch?v=IqNb6FRUcYw	3
741	Chapter 03 Enlightenment| Goddess of Victory: NIKKE	Salvia by Archen	https://www.youtube.com/watch?v=wGjWpXih08Y	9
20075	Main Story CH 47/48 Playthrough | BIG DAY | NIKKE	EiZEN	https://www.youtube.com/watch?v=7JX20L1cx6Q	25644
3707	Garten of BanBan 3 - FULL Gameplay + ENDING	Buggy Huggy	https://www.youtube.com/watch?v=ZJYav5xyKXY	17419288
1000	What if CATNAP meets with DOGDAY? (secret scene) - Poppy Playtime: Chapter 3	Sail Playtime	https://www.youtube.com/watch?v=I3HkjIacPFI	8416719
3000	ROBLOX BREAK IN 3 - SECRET ENDING - FULL GAME PLAY (Fan Game Full Walkthrough)	LankyBox	https://www.youtube.com/watch?v=v0GmA_bzwtg	4027882
920	Goddess of Victory NIKKE - Campaign Chapter 3 Hard Mode	Hetherlum Productions	https://www.youtube.com/watch?v=TII3f8AN-XA	89
2210	Goddess of Victory NIKKE - Campaign Chapter 3 (Enlightenment)	Hetherlum Productions	https://www.youtube.com/watch?v=lhZHt9q_0vg	85
3077	Goddess of Victory: Nikke | Mission Chapter: 03 - ENLIGHTENMENT	MaL AnimsGaming	https://www.youtube.com/watch?v=39galzLXX10	48
695	Goddess of Victory: NIKKE Chapter 3 "Enlightenment" Full Story	MyshaTerra	https://www.youtube.com/watch?v=pwuR0ej88IY	3
919	Going complete half story of Chapter 3 : Enlightenment.	Commander Waltuh	https://www.youtube.com/watch?v=JZ07-2fO3eo	13
708	Chapter 3: Enlightenment | Nikke: Goddess of Victory Story	Commander Kuroi	https://www.youtube.com/watch?v=a33RwkMsFiw	136
